# Copyright (c) 1966-2021 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement.
# Generated: 2021-08-29
# Phenotypic Series Number	MIM Number	Phenotype
PS100070	Aortic aneurysm, familial abdominal
PS208500	617088	Short-rib thoracic dysplasia 15 with polydactyly
PS208500	617102	Short-rib thoracic dysplasia 16 with or without polydactyly
PS208500	617405	Short-rib thoracic dysplasia 17 with or without polydactyly
PS208500	617866	Short-rib thoracic dysplasia 18 with polydactyly
PS208500	617895	Short-rib thoracic dysplasia 19 with or without polydactyly
PS208500	617925	?Short-rib thoracic dysplasia 20 with polydactyly
PS208500	619479	Short-rib thoracic dysplasia 21 without polydactyly
PS208540	Renal-hepatic-pancreatic dysplasia
PS208540	208540	Renal-hepatic-pancreatic dysplasia 1
PS208540	615415	Renal-hepatic-pancreatic dysplasia 2
PS209850	Autism, susceptiblity to
PS209850	209850	{Autism susceptibility 1}
PS209850	300425	{Autism susceptibility, X-linked 1}
PS209850	300495	Intellectual developmental disorder, X-linked
PS209850	300495	{Autism susceptibility, X-linked 2}
PS209850	300496	{Autism susceptibility, X-linked 3
PS209850	300830	{Autism, susceptibility to, X-linked 4}
PS209850	300847	{Autism, susceptibility to, X-linked 5}
PS209850	300872	{Autism, susceptibility to, X-linked 6}
PS209850	606053	Intellectual developmental disorder with autism and speech delay
PS209850	607373	{Autism susceptibility 8}
PS209850	608049	{Autism susceptibility 3}
PS209850	608636	{Autism susceptibility 4}
PS209850	609378	{Autism susceptibility 6}
PS209850	610676	{Autism susceptibility 7}
PS209850	610836	{Autism susceptibility 11}
PS209850	610838	{Autism susceptibility 12}
PS209850	610908	{Autism susceptibility 13}
PS209850	611015	{Autism, susceptibility to, 9}
PS209850	611016	{Autism, susceptibility to, 10}
PS209850	611913	{Autism susceptibility 14A}
PS209850	611913	Chromosome 16p11.2 deletion syndrome, 593kb
PS209850	612100	{Autism susceptibility 15}
PS209850	613410	{?Autism susceptibility 16}
PS209850	613436	{Autism susceptibility 17}
PS209850	615032	{Autism, susceptibility to, 18}
PS209850	615091	{Autism, susceptibility to, 19}
PS209850	618830	{Autism, susceptibility to, 20}
PS209900	Bardet-Biedl syndrome
PS209900	209900	{Bardet-Biedl syndrome 1, modifier of}
PS209900	209900	Bardet-Biedl syndrome 1
PS209900	600151	Bardet-Biedl syndrome 3
PS209900	605231	Bardet-Biedl syndrome 6
PS209900	615981	Bardet-Biedl syndrome 2
PS209900	615982	Bardet-Biedl syndrome 4
PS209900	615983	Bardet-Biedl syndrome 5
PS209900	615984	Bardet-Biedl syndrome 7
PS209900	615985	Bardet-Biedl syndrome 8
PS209900	615986	Bardet-Biedl syndrome 9
PS209900	615987	Bardet-Biedl syndrome 10
PS209900	615988	?Bardet-Biedl syndrome 11
PS209900	615989	Bardet-Biedl syndrome 12
PS209900	615990	Bardet-Biedl syndrome 13
PS209900	615991	?Bardet-Biedl syndrome 14
PS209900	615991	{Bardet-Biedl syndrome 14, modifier of}
PS209900	615992	?Bardet-Biedl syndrome 15
PS209900	615993	Bardet-Biedl syndrome 16
PS209900	615994	Bardet-Biedl syndrome 17
PS209900	615995	?Bardet-Biedl syndrome 18
PS209900	615996	Bardet-Biedl syndrome 19
PS209900	617119	?Bardet-Biedl syndrome 22
PS209900	617406	Bardet-Biedl syndrome 21
PS209900	619471	Bardet-Biedl syndrome 20
PS210200	Methylcrotonylglycinuria
PS210200	210200	3-Methylcrotonyl-CoA carboxylase 1 deficiency
PS210200	210210	3-Methylcrotonyl-CoA carboxylase 2 deficiency
PS210250	Sitosterolemia
PS210250	210250	Sitosterolemia 1
PS210250	618666	Sitosterolemia 2
PS210600	Seckel syndrome
PS210600	210600	Seckel syndrome 1
PS210600	606744	Seckel syndrome 2
PS210600	613676	?Seckel syndrome 4
PS210600	613823	Seckel syndrome 5
PS210600	614728	?Seckel syndrome 6
PS210600	614851	?Seckel syndrome 7
PS210600	615807	?Seckel syndrome 8
PS210600	616777	Seckel syndrome 9
PS210600	617253	Seckel syndrome 10
PS210900	Microcephaly, growth restriction and increased sister chromatid exchange
PS210900	210900	Bloom syndrome
PS210900	618097	Microcephaly, growth restriction, and increased sister chromatid exchange 2
PS211400	Bronchiectasis
PS211400	211400	{Bronchiectasis with or without elevated sweat chloride 1, modifier of}
PS211400	211400	Bronchiectasis with or without elevated sweat chloride 1
PS211400	613021	Bronchiectasis with or without elevated sweat chloride 2
PS211400	613071	Bronchiectasis with or without elevated sweat chloride 3
PS211530	Brown-Vialetto-Van Laere syndrome
PS211530	211530	Brown-Vialetto-Van Laere syndrome 1
PS211530	614707	Brown-Vialetto-Van Laere syndrome 2
PS211600	Cholestasis, progressive familial intrahepatic
PS211600	211600	Cholestasis, progressive familial intrahepatic 1
PS211600	601847	Cholestasis, progressive familial intrahepatic 2
PS211600	602347	Cholestasis, progressive familial intrahepatic 3
PS211600	615878	Cholestasis, progressive familial intrahepatic 4
PS211600	617049	Cholestasis, progressive familial intrahepatic, 5
PS211600	619484	?Cholestasis, progressive familial intrahepatic, 6
PS212065	Congenital disorders of glycosylation, type I
PS212065	212065	Congenital disorder of glycosylation, type Ia
PS212065	219200	Cutis laxa, autosomal recessive, type IIA
PS212065	300884	?Congenital disorder of glycosylation, type Is
PS212065	300884	Developmental and epileptic encephalopathy 36
PS212065	300934	Congenital disorder of glycosylation, type Iy
PS212065	301031	Congenital disorder of glycosylation, type Icc
PS212065	601110	Congenital disorder of glycosylation, type Id
PS212065	602579	Congenital disorder of glycosylation, type Ib
PS212065	603147	Congenital disorder of glycosylation, type Ic
PS212065	607143	Congenital disorder of glycosylation, type Ig
PS212065	607906	?Congenital disorder of glycosylation, type Ii
PS212065	608093	Congenital disorder of glycosylation, type Ij
PS212065	608104	Congenital disorder of glycosylation, type Ih
PS212065	608540	Congenital disorder of glycosylation, type Ik
PS212065	608776	Congenital disorder of glycosylation, type Il
PS212065	608799	Congenital disorder of glycosylation, type Ie
PS212065	609180	Congenital disorder of glycosylation, type If
PS212065	610768	Congenital disorder of glycosylation, type Im
PS212065	612015	Congenital disorder of glycosylation, type In
PS212065	612379	Congenital disorder of glycosylation, type Iq
PS212065	612937	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 15
PS212065	613661	Congenital disorder of glycosylation, type Ip
PS212065	613861	?Congenital disorder of glycosylation, type 1bb
PS212065	613861	Retinitis pigmentosa 59
PS212065	614507	?Congenital disorder of glycosylation, type Ir
PS212065	614921	Congenital disorder of glycosylation, type It
PS212065	615042	Congenital disorder of glycosylation, type Iu
PS212065	615596	Congenital disorder of glycosylation, type Iw
PS212065	615597	?Congenital disorder of glycosylation, type Ix
PS212065	617082	?Congenital disorder of glycosylation, type 1aa
PS212066	Congenital disorders of glycosylation, type II
PS212066	212066	Congenital disorder of glycosylation, type IIa
PS212066	266265	Congenital disorder of glycosylation, type IIc
PS212066	300896	Congenital disorder of glycosylation, type IIm
PS212066	300972	Immunodeficiency 47
PS212066	301045	Congenital disorder of glycosylation, type IIr
PS212066	603585	Congenital disorder of glycosylation, type IIf
PS212066	606056	Congenital disorder of glycosylation, type IIb
PS212066	607091	Congenital disorder of glycosylation, type IId
PS212066	608779	Congenital disorder of glycosylation, type IIe
PS212066	611182	Congenital disorder of glycosylation, type IIh
PS212066	611209	Congenital disorder of glycosylation, type IIg
PS212066	613489	Congenital disorder of glycosylation, type IIj
PS212066	613612	Congenital disorder of glycosylation, type IIi
PS212066	614576	Congenital disorder of glycosylation, type IIl
PS212066	614727	Congenital disorder of glycosylation, type IIk
PS212066	616721	Congenital disorder of glycosylation, type IIn
PS212066	616828	Congenital disorder of glycosylation, type IIo
PS212066	616829	Congenital disorder of glycosylation, type IIp
PS212066	617395	?Congenital disorder of glycosylation, type IIq
PS212066	618885	Congenital disorder of glycosylation, type IIt
PS212720	Martsolf syndrome
PS212720	212720	Martsolf syndrome 1
PS212720	619420	Martsolf syndrome 2
PS212750	Celiac disease
PS212750	212750	{Celiac disease, susceptibility to}
PS212750	607202	{Celiac disease, susceptibility to, 5}
PS212750	609753	{Celiac disease, susceptibility to, 4}
PS212750	609754	{Celiac disease, susceptibility to, 2}
PS212750	609755	{Celiac disease, susceptibility to, 3}
PS212750	611598	{Autoimmune disease, susceptibility to, 5}
PS212750	611598	{Celiac disease, susceptibility to, 6}
PS212750	612005	{Celiac disease, susceptibility to, 7}
PS212750	612006	{Celiac disease, susceptibility to, 8}
PS212750	612007	{Celiac disease, susceptibility to, 9}
PS212750	612008	{Celiac disease, susceptibility to, 10}
PS212750	612009	{Celiac disease, susceptibility to, 11}
PS212750	612010	{Celiac disease, susceptibility to, 12}
PS212750	612011	{Celiac disease, susceptibility to, 13}
PS213200	Spinocerebellar ataxia, autosomal recessive
PS213200	213200	Spinocerebellar ataxia, autosomal recessive 2
PS213200	271250	Spinocerebellar ataxia, autosomal recessive 3
PS213200	607317	Spinocerebellar ataxia, autosomal recessive 4
PS213200	608029	Spinocerebellar ataxia, autosomal recessive 6
PS213200	609270	Spinocerebellar ataxia, autosomal recessive 7
PS213200	610743	Spinocerebellar ataxia, autosomal recessive 8
PS213200	612016	Coenzyme Q10 deficiency, primary, 4
PS213200	613728	Spinocerebellar ataxia, autosomal recessive 10
PS213200	614229	?Spinocerebellar ataxia, autosomal recessive 11
PS213200	614322	Spinocerebellar ataxia, autosomal recessive 12
PS213200	614831	Spinocerebellar ataxia, autosomal recessive 13
PS213200	615386	Spinocerebellar ataxia, autosomal recessive 14
PS213200	615705	Spinocerebellar ataxia, autosomal recessive 15
PS213200	615768	Spinocerebellar ataxia, autosomal recessive 16
PS213200	616127	Spinocerebellar ataxia, autosomal recessive 17
PS213200	616204	Spinocerebellar ataxia, autosomal recessive 18
PS213200	616291	Lichtenstein-Knorr syndrome
PS213200	616354	Spinocerebellar ataxia, autosomal recessive 20
PS213200	616719	Spinocerebellar ataxia, autosomal recessive 21
PS213200	616948	?Spinocerebellar ataxia, autosomal recessive 22
PS213200	616949	Spinocerebellar ataxia, autosomal recessive 23
PS213200	617133	?Spinocerebellar ataxia, autosomal recessive 24
PS213200	617584	?Spinocerebellar ataxia, autosomal recessive 25
PS213200	617633	?Spinocerebellar ataxia, autosomal recessive 26
PS213200	618369	Spinocerebellar ataxia, autosomal recessive 27
PS213200	618800	Spinocerebellar ataxia, autosomal recessive 28
PS213200	619389	Spinocerebellar ataxia, autosomal recessive 29
PS213200	619405	Spinocerebellar ataxia, autosomal recessive 30
PS213200	619422	Spinocerebellar ataxia, autosomal recessive 31
PS213300	Joubert syndrome
PS213300	200990	Joubert syndrome 12
PS213300	200990	Acrocallosal syndrome
PS213300	213300	Joubert syndrome 1
PS213300	300804	Joubert syndrome 10
PS213300	608091	Joubert syndrome 2
PS213300	608629	Joubert syndrome 3
PS213300	609583	Joubert syndrome 4
PS213300	610188	Joubert syndrome 5
PS213300	610688	Joubert syndrome 6
PS213300	611560	Joubert syndrome 7
PS213300	612285	Joubert syndrome 9
PS213300	612291	Joubert syndrome 8
PS213300	614173	Joubert syndrome 13
PS213300	614175	?Meckel syndrome 10
PS213300	614175	Joubert syndrome 34
PS213300	614424	Joubert syndrome 14
PS213300	614464	Joubert syndrome 15
PS213300	614465	Joubert syndrome 16
PS213300	614615	Joubert syndrome 17
PS213300	614815	Joubert syndrome 18
PS213300	614844	Nephronophthisis 14
PS213300	614844	Joubert syndrome 19
PS213300	614970	Joubert syndrome 20
PS213300	615636	Joubert syndrome 21
PS213300	615665	Joubert syndrome 22
PS213300	616490	Joubert syndrome 23
PS213300	616654	Joubert syndrome 24
PS213300	616781	Joubert syndrome 25
PS213300	616784	Joubert syndrome 26
PS213300	617120	Joubert syndrome 27
PS213300	617121	Joubert syndrome 28
PS213300	617562	Meckel syndrome 13
PS213300	617562	?Joubert syndrome 29
PS213300	617622	Joubert syndrome 30
PS213300	617757	Joubert syndrome 32
PS213300	617761	Joubert syndrome 31
PS213300	617767	Joubert syndrome 33
PS213300	618161	Joubert syndrome 35
PS213300	618763	Joubert syndrome 36
PS213300	619185	Joubert syndrome 37
PS213300	619476	?Joubert syndrome 38
PS213600	Basal ganglia calcification, idiopathic
PS213600	213600	Basal ganglia calcification, idiopathic, 1
PS213600	615007	Basal ganglia calcification, idiopathic, 4
PS213600	615483	Basal ganglia calcification, idiopathic, 5
PS213600	616413	Basal ganglia calcification, idiopathic, 6
PS213600	618317	Basal ganglia calcification, idiopathic, 7, autosomal recessive
PS213600	618824	Basal ganglia calcification, idiopathic, 8, autosomal recessive
PS214100	Peroxisome biogenesis disorder
PS214100	202370	Peroxisome biogenesis disorder 2B
PS214100	214100	Peroxisome biogenesis disorder 1A (Zellweger)
PS214100	214110	Peroxisome biogenesis disorder 2A (Zellweger)
PS214100	215100	Rhizomelic chondrodysplasia punctata, type 1
PS214100	234580	Heimler syndrome 1
PS214100	266510	Peroxisome biogenesis disorder 3B
PS214100	601539	Peroxisome biogenesis disorder 1B (NALD/IRD)
PS214100	614859	Peroxisome biogenesis disorder 3A (Zellweger)
PS214100	614862	Peroxisome biogenesis disorder 4A (Zellweger)
PS214100	614863	Peroxisome biogenesis disorder 4B
PS214100	614866	Peroxisome biogenesis disorder 5A (Zellweger)
PS214100	614867	Peroxisome biogenesis disorder 5B
PS214100	614870	Peroxisome biogenesis disorder 6A (Zellweger)
PS214100	614871	Peroxisome biogenesis disorder 6B
PS214100	614872	Peroxisome biogenesis disorder 7A (Zellweger)
PS214100	614873	Peroxisome biogenesis disorder 7B
PS214100	614876	Peroxisome biogenesis disorder 8A (Zellweger)
PS214100	614877	Peroxisome biogenesis disorder 8B
PS214100	614879	Peroxisome biogenesis disorder 9B
PS214100	614882	Peroxisome biogenesis disorder 10A (Zellweger)
PS214100	614883	Peroxisome biogenesis disorder 11A (Zellweger)
PS214100	614885	Peroxisome biogenesis disorder 11B
PS214100	614886	Peroxisome biogenesis disorder 12A (Zellweger)
PS214100	614887	Peroxisome biogenesis disorder 13A (Zellweger)
PS214100	614920	Peroxisome biogenesis disorder 14B
PS214100	616617	Heimler syndrome 2
PS214100	617370	?Peroxisome biogenesis disorder 10B
PS214150	Cerebrooculofacioskeletal syndrome
PS214150	214150	Cerebrooculofacioskeletal syndrome 1
PS214150	610756	?Cerebrooculofacioskeletal syndrome 2
PS214150	610758	Cerebrooculofacioskeletal syndrome 4
PS214150	616570	Cerebrooculofacioskeletal syndrome 3
PS214450	Griscelli syndrome
PS214450	214450	Griscelli syndrome, type 1
PS214450	607624	Griscelli syndrome, type 2
PS214450	609227	Griscelli syndrome, type 3
PS214700	Diarrhea, congenital
PS214700	214700	Diarrhea 1, secretory chloride, congenital
PS214700	251850	Diarrhea 2, with microvillus atrophy
PS214700	270420	Diarrhea 3, secretory sodium, congenital, syndromic
PS214700	610370	Diarrhea 4, malabsorptive, congenital
PS214700	613217	Diarrhea 5, with tufting enteropathy, congenital
PS214700	614616	Diarrhea 6
PS214700	615863	?Diarrhea 7, protein-losing enteropathy type
PS214700	616868	Diarrhea 8, secretory sodium, congenital
PS214700	618168	Diarrhea 9
PS214700	618183	Diarrhea 10, protein-losing enteropathy type
PS214700	618662	Diarrhea 11, malabsorptive, congenital
PS214700	619445	Diarrhea 12, with microvillus atrophy
PS215100	Rhizomelic chondrodysplasia punctata
PS215100	215100	Rhizomelic chondrodysplasia punctata, type 1
PS215100	222765	Rhizomelic chondrodysplasia punctata, type 2
PS215100	600121	Rhizomelic chondrodysplasia punctata, type 3
PS215100	616716	Rhizomelic chondrodysplasia punctata, type 5
PS215500	Choroidal dystrophy, central areolar
PS215500	215500	?Choroidal dystrophy, central areolar 1
PS215500	613105	Choroidal dystrophy, central areolar 2
PS215500	613144	Choroidal dystrophy, central areolar 3
PS218330	Cranioectodermal dysplasia
PS218330	218330	Cranioectodermal dysplasia 1
PS218330	613610	Cranioectodermal dysplasia 2
PS218330	614099	?Cranioectodermal dysplasia 3
PS218330	614378	?Cranioectodermal dysplasia 4
PS219000	Fraser syndrome
PS219000	219000	Fraser syndrome 1
PS219000	617666	Fraser syndrome 2
PS219000	617667	Fraser syndrome 3
PS220110	Mitochondrial complex IV deficiency, nuclear-type
PS220110	220110	Mitochondrial complex IV deficiency, nuclear type 1
PS220110	220111	Mitochondrial complex IV deficiency, nuclear type 5, (French-Canadian)
PS220110	604377	Mitochondrial complex IV deficiency, nuclear type 2
PS220110	615119	Mitochondrial complex IV deficiency, nuclear type 6
PS220110	616500	?Mitochondrial complex IV, deficiency, nuclear type 9
PS220110	616501	Mitochondrial complex IV deficiency, nuclear type 13
PS220110	619046	Mitochondrial complex IV deficiency, nuclear type 3
PS220110	619048	Mitochondrial complex IV deficiency, nuclear type 4
PS220110	619051	Mitochondrial complex IV deficiency, nuclear type 7
PS220110	619052	Mitochondrial complex IV deficiency, nuclear type 8
PS220110	619053	?Mitochondrial complex IV deficiency, nuclear type 10
PS220110	619054	Mitochondrial complex IV deficiency, nuclear type 11
PS220110	619055	Mitochondrial complex IV deficiency, nuclear type 12
PS220110	619058	?Mitochondrial complex IV deficiency, nuclear type 14
PS220110	619059	?Mitochondrial complex IV deficiency, nuclear type 15
